word,df,raw_tf,tfidf,tf,idf
assets,223,402,0.014340450761534345,6.996452088619021,0.0020496746893845881
committee,168,315,0.014318931776754872,6.752572638825633,0.0021205150307342913
west,202,340,0.014311373507663462,6.8289456176102075,0.0020956929969917866
losses,193,324,0.014300530715604283,6.780743515792329,0.002108991540868401
dow,150,333,0.014299947445353204,6.808142489980444,0.0021004183544040779
buying,210,354,0.014291283072263249,6.869296913133774,0.0020804579060979276
foreign,237,448,0.01427630177357085,7.104793232414985,0.0020093901830156714
notes,158,316,0.014272762779142972,6.755742213586912,0.0021126861161810009
program,268,671,0.014268471121080728,7.508769136971682,0.0019002410196400396
office,231,418,0.01426425920183861,7.035481432524756,0.0020274745003086066
research,214,359,0.014260448853439658,6.883322388488279,0.0020717392050805207
takeover,162,310,0.014259803919651669,6.736572297479192,0.0021167744202771565
point,209,346,0.014257889188957224,6.846438775057725,0.0020825263552929399
analyst,209,345,0.014251861612085666,6.84354441703136,0.0020825263552929399
volume,196,318,0.014234372322446991,6.762051382780177,0.0021050375864778794
country,199,322,0.014230614893707874,6.7745515455444085,0.0021005988068785579
issue,254,536,0.014221640380426236,7.284134161070802,0.0019524132952454555
loans,141,343,0.014219583331234898,6.8377304471659395,0.0020795764678217966
policy,159,307,0.014219424906306812,6.726847747587197,0.0021138318332545986
life,175,299,0.014214827828949481,6.700443573390687,0.0021214756416128165
selling,216,353,0.014193820310033326,6.8664680569332965,0.0020671209990850191
annual,205,325,0.01418048406304365,6.783825182329737,0.0020903374839287519
department,243,454,0.014166371515222442,7.118097198041348,0.0019901907941241
trade,255,525,0.014155118069581064,7.263398262591624,0.0019488285727747544
chicago,171,290,0.014149220643624475,6.66988092298052,0.0021213603071794751
august,204,318,0.014147371666845238,6.762051382780177,0.002092171571318145
friday,272,668,0.014142753591342752,7.504288173536645,0.0018846229334870423
systems,191,298,0.014139902701007716,6.697093486505405,0.0021113491590791615
former,219,350,0.014126538740307422,6.857933154483459,0.0020598828279730346
news,239,423,0.014116657410002582,7.0473721790462776,0.0020031093933104852
third-quarter,215,333,0.014089118635323972,6.808142489980444,0.0020694511984816642
street,236,403,0.014085250398960886,6.998936561946683,0.0020124843644879699
london,146,308,0.014080148390512194,6.730099782973574,0.0020921158444238003
state,277,697,0.014072602770259783,7.546785410760524,0.0018647148427189243
show,175,278,0.014060336754533494,6.627621113690637,0.0021214756416128165
home,230,374,0.014058822312619528,6.924255797414532,0.0020303730428140728
decline,200,298,0.014057296764575795,6.697093486505405,0.0020990145639897587
industrial,196,292,0.014054817709433828,6.676753802268282,0.0021050375864778794
system,241,418,0.01404780489356202,7.035481432524756,0.0019967084027284281
demand,185,280,0.014046013028937501,6.634789603169249,0.002117024633641453
gain,198,292,0.014035412224498589,6.676753802268282,0.0021021311613632306
cut,215,324,0.014032417795353209,6.780743515792329,0.0020694511984816642
fiscal,152,289,0.014026266215818647,6.666426688112432,0.0021040156701685889
association,197,289,0.014023568340067955,6.666426688112432,0.0021036109742382336
jones,153,287,0.01402273395689492,6.659482215759621,0.0021056793159849891
nov.,162,276,0.014013895204530804,6.62040086571715,0.0021167744202771565
drop,209,307,0.014008837722393287,6.726847747587197,0.0020825263552929399
my,143,303,0.013997378574375191,6.713732805509369,0.0020848876444544795
real,237,388,0.013987375793358675,6.961005339623274,0.0020093901830156714
members,183,270,0.013978305277249461,6.598421958998375,0.0021184315528937976
businesses,175,267,0.013974687574042835,6.58724865840025,0.0021214756416128165
white,150,285,0.013973010376710813,6.652489180268651,0.0021004183544040779
bond,118,416,0.01397142895272749,7.030685260261263,0.0019872072828656683
corporate,225,341,0.013966700383608924,6.831882477283517,0.002044341428595877
acquisition,176,266,0.013965763502500865,6.583496308781699,0.0021213292827204884
support,202,288,0.013963519617453934,6.662960480135946,0.0020956929969917866
small,242,405,0.013961996408653489,7.003887067106539,0.0019934639543554918
official,183,267,0.013954635404712427,6.58724865840025,0.0021184315528937976
development,178,265,0.013954501255044306,6.579729825986222,0.0021208319526938471
problem,197,279,0.013949489876737296,6.631211781821365,0.0021036109742382336
must,207,294,0.013945460659776908,6.683579767338681,0.0020865256561948416
line,201,284,0.0139454194714252,6.648974238161206,0.0020973790801273803
loan,162,267,0.013943719460106665,6.58724865840025,0.0021167744202771565
control,219,320,0.013941948193444942,6.768320995793772,0.0020598828279730346
deal,169,262,0.013930609532624386,6.568344503761097,0.002120870719349082
service,245,411,0.013921801346002766,7.018593214496234,0.0019835600839850091
political,141,296,0.013913114082481391,6.69035945432406,0.0020795764678217966
inc,210,294,0.013904906367995906,6.683579767338681,0.0020804579060979276
?,263,515,0.013904039720376325,7.244166900663736,0.0019193428189930835
plant,138,303,0.013903132656695856,6.713732805509369,0.0020708498624322346
executives,157,266,0.013900765656878514,6.583496308781699,0.0021114564366560575
times,211,295,0.013897837666500244,6.68697535633982,0.0020783443823108923
washington,164,260,0.013897708940126853,6.560681631015528,0.0021183330821031819
meeting,166,259,0.013897706011484523,6.556828061699537,0.0021195776190419458
commission,197,272,0.01389603772030586,6.605802066295998,0.0021036109742382336
commercial,151,272,0.013887128932904523,6.605802066295998,0.0021022623435478301
cash,252,439,0.01388215575451582,7.0844994130751715,0.0019595111729270348
proposed,182,257,0.013877759353867793,6.54907608489522,0.0021190407889557792
series,143,286,0.013876995087968507,6.655991810819852,0.0020848876444544795
product,167,256,0.013876327827819364,6.545177444479562,0.002120084282745177
problems,231,344,0.013869226526073369,6.840641657373398,0.0020274745003086066
loss,257,465,0.013866904932514716,7.142037405587356,0.0019415895136122312
paid,197,266,0.013849115084010086,6.583496308781699,0.0021036109742382336
air,141,287,0.013848902503771465,6.659482215759621,0.0020795764678217966
us,175,251,0.013843589460858841,6.5254529391317835,0.0021214756416128165
texas,155,261,0.013842876286750067,6.564520407322694,0.0021087414506790777
offered,165,252,0.013835822208323648,6.529429087511423,0.0021189941758900281
know,186,254,0.013834492663892285,6.537334267018537,0.0021162284348359844
rise,191,257,0.013827386284588971,6.54907608489522,0.0021113491590791615
-rcb-,183,251,0.01382372540318034,6.5254529391317835,0.0021184315528937976
october,155,258,0.013818497501348979,6.552959584921617,0.0021087414506790777
-lcb-,181,248,0.01380577374273155,6.5134287461649825,0.0021195862088550827
go,229,327,0.013805600237144762,6.7899601708972535,0.0020332372929546113
trust,150,263,0.013804272957156945,6.572154032177765,0.0021004183544040779
dropped,175,246,0.013800902394096199,6.5053315359323625,0.0021214756416128165
return,171,245,0.013791511114574247,6.501258210544727,0.0021213603071794751
nation,195,256,0.01378682940161953,6.545177444479562,0.0021064103331908651
force,174,244,0.013784085006103631,6.497168225293202,0.0021215527331496157
purchase,199,260,0.013781360006421288,6.560681631015528,0.0021005988068785579
record,205,268,0.013777387141448225,6.5909869805108565,0.0020903374839287519
once,189,249,0.013774491049953905,6.517452896464707,0.0021134776528152076
nearly,210,275,0.013765913742980682,6.616771097666572,0.0020804579060979276
need,202,262,0.013765233578361621,6.568344503761097,0.0020956929969917866
100,238,351,0.013764555545836228,6.860786223465865,0.0020062650398226202
latest,212,278,0.013760176626574224,6.627621113690637,0.002076186370725072
south,139,280,0.013759634601114554,6.634789603169249,0.0020738614822905566
employees,141,274,0.01375250558873555,6.6131281063880705,0.0020795764678217966
...,163,243,0.013749664441213396,6.493061443340548,0.0021175934589861933
level,205,264,0.013745952902714404,6.575949103146316,0.0020903374839287519
began,203,261,0.013745823134253503,6.564520407322694,0.002093956950597655
weeks,220,293,0.013743716423708887,6.680172609017068,0.0020573894161293477
nine,197,253,0.013743709827459934,6.53338948872752,0.0021036109742382336
estimated,206,265,0.013741471677989437,6.579729825986222,0.0020884553076508361
building,152,251,0.013729655238880948,6.5254529391317835,0.0021040156701685889
amount,181,239,0.013727422826826634,6.476463551931511,0.0021195862088550827
every,178,238,0.013726598451205796,6.472270673671475,0.0021208319526938471
others,206,263,0.013725649971200496,6.572154032177765,0.0020884553076508361
1989,253,409,0.013718646546515365,7.013715156042802,0.0019559742934093637
13,197,250,0.013718616754880765,6.521460917862246,0.0021036109742382336
health,151,251,0.013718213988530259,6.5254529391317835,0.0021022623435478301
received,191,244,0.01371779066886865,6.497168225293202,0.0021113491590791615
expect,188,241,0.01371180625139372,6.484796933490655,0.0021144542214697986
order,157,243,0.013709816378144671,6.493061443340548,0.0021114564366560575
senior,222,293,0.013709616795311727,6.680172609017068,0.0020522848132406243
top,190,242,0.01370750715947408,6.488937726156687,0.0021124423962676645
results,243,360,0.013704660850772953,6.886104031450156,0.0019901907941241
trying,183,237,0.013702142688995372,6.4680601411351315,0.0021184315528937976
workers,135,283,0.013697497597701742,6.645446897643238,0.0020611853211195573
comment,207,261,0.013697040250493413,6.564520407322694,0.0020865256561948416
often,180,235,0.013694754431216606,6.459585514144159,0.0021200670540284729
data,144,260,0.013694730551959241,6.560681631015528,0.0020873944693822056
right,234,325,0.013693680182191375,6.783825182329737,0.0020185779872188008
4,198,248,0.013692081534632446,6.5134287461649825,0.0021021311613632306
investor,152,246,0.013687319491243586,6.5053315359323625,0.0021040156701685889
changes,167,234,0.013685824836742929,6.455321115357702,0.002120084282745177
later,208,261,0.013684065355176064,6.564520407322694,0.0020845491378032048
decision,164,235,0.013683553691286062,6.459585514144159,0.0021183330821031819
named,187,237,0.013682349363193401,6.4680601411351315,0.0021153713887379186
america,163,235,0.013678776032513638,6.459585514144159,0.0021175934589861933
within,196,243,0.013668138389542164,6.493061443340548,0.0021050375864778794
cost,237,331,0.013668109887193178,6.802118375377063,0.0020093901830156714
filed,167,232,0.013667626576655696,6.44673737166631,0.002120084282745177
holding,206,255,0.013661136569629039,6.541263545158426,0.0020884553076508361
charge,165,232,0.013660598944053498,6.44673737166631,0.0021189941758900281
ca,173,230,0.013658769936815708,6.438079308923196,0.002121559751195456
gains,161,234,0.013658653030317327,6.455321115357702,0.0021158750720893416
position,175,230,0.013658228432652035,6.438079308923196,0.0021214756416128165
1987,258,423,0.013657355877875733,7.0473721790462776,0.0019379359470303988
equipment,162,233,0.013655393182732178,6.4510384535657,0.0021167744202771565
1990,243,350,0.01364859543077143,6.857933154483459,0.0019901907941241
paper,134,279,0.013645377371113232,6.631211781821365,0.0020577502001248582
old,231,308,0.01364510569451141,6.730099782973574,0.0020274745003086066
never,169,229,0.013645092613770098,6.43372200355424,0.002120870719349082
ltd.,167,229,0.013640032899287155,6.43372200355424,0.002120084282745177
came,199,243,0.013639317120870322,6.493061443340548,0.0021005988068785579
terms,197,240,0.013632743159217663,6.480638923341991,0.0021036109742382336
12,224,287,0.013632138041357392,6.659482215759621,0.0020470267206505973
better,214,265,0.013631484239333289,6.579729825986222,0.0020717392050805207
keep,187,231,0.013628106099136247,6.442417710521793,0.0021153713887379186
whether,240,335,0.013627741129359819,6.814130531825066,0.0019999236976327522
enough,181,228,0.01362755232709454,6.429345628954441,0.0021195862088550827
again,189,232,0.013625035368585394,6.44673737166631,0.0021134776528152076
lot,182,228,0.013624045634049009,6.429345628954441,0.0021190407889557792
told,164,227,0.013610184172890272,6.424950017481403,0.0021183330821031819
3,227,291,0.013605978129782412,6.673323267171493,0.0020388609370559302
july,188,229,0.013603810650178393,6.43372200355424,0.0021144542214697986
expects,236,317,0.013602184141038032,6.75890177387728,0.0020124843644879699
5,215,263,0.013600752038496377,6.572154032177765,0.0020694511984816642
composite,223,280,0.013599160319008026,6.634789603169249,0.0020496746893845881
your,141,254,0.013594886503976802,6.537334267018537,0.0020795764678217966
area,141,254,0.013594886503976802,6.537334267018537,0.0020795764678217966
40,215,262,0.013592868405348853,6.568344503761097,0.0020694511984816642
proposal,143,249,0.013588157017153329,6.517452896464707,0.0020848876444544795
finance,173,222,0.013583662633269726,6.402677381872279,0.002121559751195456
took,220,271,0.013583129386106266,6.602118820879701,0.0020573894161293477
outstanding,177,222,0.013580811549578029,6.402677381872279,0.0021211144556539737
fall,166,223,0.013580497888144204,6.407171771460119,0.0021195776190419458
previous,186,225,0.013577934111907591,6.41610040220442,0.0021162284348359844
future,206,245,0.013577587216220714,6.501258210544727,0.0020884553076508361
estate,135,267,0.013577540241259092,6.58724865840025,0.0020611853211195573
include,203,240,0.013570178917845666,6.480638923341991,0.002093956950597655
great,163,223,0.013567785033844929,6.407171771460119,0.0021175934589861933
likely,240,325,0.013567132742739067,6.783825182329737,0.0019999236976327522
division,161,224,0.013566242052180124,6.4116460518550396,0.0021158750720893416
11,222,273,0.013564518588800339,6.60947179518496,0.0020522848132406243
industries,172,220,0.013564054514509963,6.393627546352362,0.0021214958826071143
half,241,327,0.013557570527421899,6.7899601708972535,0.0019967084027284281
customers,144,243,0.013553580546187901,6.493061443340548,0.0020873944693822056
become,228,286,0.013552043661538135,6.655991810819852,0.0020360667570996998
corp,177,219,0.013551952404323919,6.389071729816501,0.0021211144556539737
co,166,220,0.013551789851738537,6.393627546352362,0.0021195776190419458
got,163,221,0.013548707486263424,6.3981627015177525,0.0021175934589861933
investors,310,947,0.013548627149608963,7.853299093186078,0.00172521471407659
possible,212,251,0.013548056455033273,6.5254529391317835,0.002076186370725072
example,221,268,0.013543532872512179,6.5909869805108565,0.0020548565658769428
information,146,238,0.013540740025787597,6.472270673671475,0.0020921158444238003
europe,146,238,0.013540740025787597,6.472270673671475,0.0020921158444238003
provide,184,220,0.013540163894244565,6.393627546352362,0.0021177592526435769
almost,213,251,0.013533687943730643,6.5254529391317835,0.00207398445287559
able,186,220,0.013530376415341494,6.393627546352362,0.0021162284348359844
additional,190,222,0.013525287151091053,6.402677381872279,0.0021124423962676645
james,196,227,0.013524761278040061,6.424950017481403,0.0021050375864778794
found,158,221,0.013517309508563681,6.3981627015177525,0.0021126861161810009
days,288,617,0.013510254924337484,7.424869023905388,0.0018195950502075335
whose,188,219,0.013509399690383849,6.389071729816501,0.0021144542214697986
private,152,226,0.013508906249334761,6.420534999272286,0.0021040156701685889
things,174,214,0.013505753813834507,6.365976015021851,0.0021215527331496157
strong,241,318,0.013501844815678565,6.762051382780177,0.0019967084027284281
spending,137,252,0.013501122744353141,6.529429087511423,0.0020677340336196001
away,175,213,0.013495326378734986,6.3612921657094255,0.0021214756416128165
financing,150,227,0.01349508294284674,6.424950017481403,0.0021004183544040779
here,250,351,0.013491811438480007,6.860786223465865,0.001966510979796182
robert,218,254,0.013482181505777778,6.537334267018537,0.0020623362604841313
costs,265,425,0.013481906443587436,7.052089168924417,0.001911760631586525
give,231,283,0.013473474128126604,6.645446897643238,0.0020274745003086066
following,200,225,0.013467488188247627,6.41610040220442,0.0020990145639897587
instead,177,210,0.01346294153499502,6.3471075307174685,0.0021211144556539737
largest,233,287,0.013462652683793893,6.659482215759621,0.0020215764901263065
action,163,212,0.013460665516726868,6.356586274672012,0.0021175934589861933
technology,134,255,0.01346028636911919,6.541263545158426,0.0020577502001248582
continued,161,213,0.013459699519701794,6.3612921657094255,0.0021158750720893416
operating,257,377,0.013459574561737913,6.932245187448011,0.0019415895136122312
value,259,387,0.01345940391352041,6.958424693029782,0.0019342601964209838
want,250,345,0.013457905236815032,6.84354441703136,0.001966510979796182
best,172,209,0.013455236001661418,6.342334251964811,0.0021214958826071143
increased,244,321,0.013454104316227863,6.771441123130016,0.0019868893595295515
run,160,213,0.013453461895911362,6.3612921657094255,0.0021148945128526418
certain,231,280,0.013451866735338313,6.634789603169249,0.0020274745003086066
change,234,288,0.013449705354911232,6.662960480135946,0.0020185779872188008
place,176,208,0.013444005108826578,6.337538079701318,0.0021213292827204884
transaction,152,219,0.01344270703736505,6.389071729816501,0.0021040156701685889
six,249,338,0.013441216870807696,6.823045895483019,0.0019699730995076594
important,163,210,0.01344059339052932,6.3471075307174685,0.0021175934589861933
management,268,434,0.013440489357438362,7.073044534100405,0.0019002410196400396
dollars,182,209,0.013439664977104774,6.342334251964811,0.0021190407889557792
making,234,286,0.013435638552429558,6.655991810819852,0.0020185779872188008
june,162,210,0.013435394863771244,6.3471075307174685,0.0021167744202771565
rather,175,207,0.01343470866509619,6.332718793265369,0.0021214756416128165
've,155,215,0.013434028477185226,6.3706380281276624,0.0021087414506790777
yet,241,307,0.013431553421482155,6.726847747587197,0.0019967084027284281
manager,154,215,0.013424554088161279,6.3706380281276624,0.0021072542544230488
going,260,385,0.013423671792236689,6.953243334287785,0.0019305626377322325
come,235,287,0.01342250021102582,6.659482215759621,0.0020155471215557211
9,150,219,0.01341972352891079,6.389071729816501,0.0021004183544040779
makes,190,211,0.013417934416232437,6.351858133476067,0.0021124423962676645
despite,224,258,0.013414083369677999,6.552959584921617,0.0020470267206505973
wo,240,301,0.013413708761107158,6.707110264748875,0.0019999236976327522
low,166,206,0.01341242470343529,6.327876168789581,0.0021195776190419458
31,158,210,0.013409445958054671,6.3471075307174685,0.0021126861161810009
currently,222,253,0.013408376026701417,6.53338948872752,0.0020522848132406243
asked,172,203,0.013393440490587768,6.313205979041787,0.0021214958826071143
united,142,228,0.013387710655794962,6.429345628954441,0.0020822819970206068
local,143,226,0.01338609409077034,6.420534999272286,0.0020848876444544795
soon,170,202,0.013380795889335186,6.308267697401205,0.002121152197591048
believe,170,202,0.013380795889335186,6.308267697401205,0.002121152197591048
below,162,204,0.013374034787211102,6.318119993844216,0.0021167744202771565
getting,172,201,0.013372435409264544,6.303304908059076,0.0021214958826071143
rate,296,653,0.013360738787645586,7.481577129276431,0.0017858184921148771
addition,227,258,0.013360573319802928,6.552959584921617,0.0020388609370559302
common,275,461,0.013358908473424838,7.133398042996649,0.0018727271901699367
sept.,194,208,0.013357809906576579,6.337538079701318,0.0021077285435744664
put,258,361,0.013350204230158671,6.8888779583328805,0.0019379359470303988
ended,263,385,0.013345657662376784,6.953243334287785,0.0019193428189930835
average,288,562,0.013340364476653935,7.331501849893691,0.0018195950502075335
oct.,264,389,0.013339165997646394,6.963579343618446,0.0019155617160980087
compared,253,335,0.013328264152185706,6.814130531825066,0.0019559742934093637
orders,124,272,0.013325420229218976,6.605802066295998,0.0020172297164651196
offer,286,539,0.013325025202609178,7.289715570908998,0.0018279211408172408
fell,286,538,0.013321630733405624,7.2878585601617845,0.0018279211408172408
services,262,375,0.013321196252708256,6.926926025970411,0.001923103581987806
although,252,329,0.013316951094482121,6.796057750765372,0.0019595111729270348
head,159,200,0.013313583745349512,6.298317366548036,0.0021138318332545986
taken,168,196,0.013312836499571604,6.278114659230517,0.0021205150307342913
around,256,345,0.013312203006266026,6.84354441703136,0.0019452205165990117
full,161,198,0.013305187456887829,6.288267030694535,0.0021158750720893416
led,165,196,0.013303288398479274,6.278114659230517,0.0021189941758900281
meanwhile,165,196,0.013303288398479274,6.278114659230517,0.0021189941758900281
're,272,427,0.013299376987995394,7.056784013228625,0.0018846229334870423
announced,242,290,0.013296167199805004,6.66988092298052,0.0019934639543554918
open,161,197,0.013294474142495511,6.2832037287379885,0.0021158750720893416
lost,150,206,0.013291187249321794,6.327876168789581,0.0021004183544040779
maker,259,352,0.013276048585873562,6.863631175598097,0.0019342601964209838
fact,166,193,0.013274257959396371,6.262690188904886,0.0021195776190419458
*exp*-2,163,194,0.013272775439485747,6.267858159063328,0.0021175934589861933
day,278,458,0.013260859083510599,7.126869184114185,0.0018606850695490661
our,280,472,0.013258875318173198,7.156978985585555,0.0018525798866920119
long,258,344,0.013256725368577513,6.840641657373398,0.0019379359470303988
look,154,198,0.013250977453379251,6.288267030694535,0.0021072542544230488
francisco,122,270,0.013247769126943717,6.598421958998375,0.002007717786049969
agreement,269,397,0.013244082009362928,6.983936280687191,0.0018963635229586838
left,160,192,0.013233942626502355,6.2574953720277815,0.0021148945128526418
posted,149,201,0.013227376382204033,6.303304908059076,0.0020984827126627179
tuesday,131,235,0.013221403124328339,6.459585514144159,0.0020467881562026297
6,158,192,0.013220123594549962,6.2574953720277815,0.0021126861161810009
7,154,195,0.013218805007777362,6.272999558563747,0.0021072542544230488
face,154,195,0.013218805007777362,6.272999558563747,0.0021072542544230488
defense,130,236,0.013205035736056452,6.4638318050256105,0.0020429114083367044
banking,136,220,0.013199726490801826,6.393627546352362,0.0020645128911727776
potential,154,193,0.013197080544703308,6.262690188904886,0.0021072542544230488
large,253,313,0.01319540001881277,6.746203190540153,0.0019559742934093637
declined,251,304,0.013185683467749917,6.717027701406222,0.0019630235356911615
march,149,197,0.013185194404894598,6.2832037287379885,0.0020984827126627179
similar,161,187,0.013184247393883717,6.231108616854587,0.0021158750720893416
set,258,331,0.013182069715599225,6.802118375377063,0.0019379359470303988
marketing,139,211,0.013172873923990004,6.351858133476067,0.0020738614822905566
included,151,193,0.013165817753441188,6.262690188904886,0.0021022623435478301
reached,167,183,0.013164633996562914,6.209486152841421,0.002120084282745177
special,158,187,0.013164376663244486,6.231108616854587,0.0021126861161810009
think,271,391,0.013160781537356003,6.968707559985366,0.0018885541435151917
itself,154,189,0.013152947952516798,6.241747015059643,0.0021072542544230488
previously,162,183,0.01314408145139993,6.209486152841421,0.0021167744202771565
subsidiary,152,190,0.013143836539746052,6.247024072160486,0.0021040156701685889
markets,300,621,0.013143624485503051,7.431331081933479,0.0017686770163499903
result,251,296,0.013133333071072006,6.69035945432406,0.0019630235356911615
above,145,197,0.01313066128291027,6.2832037287379885,0.0020898035221830419
late,275,405,0.013116369747449987,7.003887067106539,0.0018727271901699367
john,260,324,0.013090650087633771,6.780743515792329,0.0019305626377322325
available,157,181,0.013087856454259693,6.198497031265826,0.0021114564366560575
spokesman,277,411,0.013087674942077455,7.018593214496234,0.0018647148427189243
food,141,199,0.01308740861832643,6.293304824724492,0.0020795764678217966
calls,148,189,0.013085538117178382,6.241747015059643,0.0020964544198293408
raise,143,195,0.013078499273317959,6.272999558563747,0.0020848876444544795
long-term,149,187,0.01307587371319305,6.231108616854587,0.0020984827126627179
probably,154,182,0.013073419485811621,6.204006687076795,0.0021072542544230488
public,278,413,0.01306842407298292,7.023447592961033,0.0018606850695490661
see,269,357,0.013042687257114632,6.877735781779639,0.0018963635229586838
help,269,357,0.013042687257114632,6.877735781779639,0.0018963635229586838
60,147,186,0.013038783402062272,6.225746673713202,0.0020943324689254653
profit,302,606,0.013036480662002642,7.406879986069314,0.0017600502082552097
shareholders,132,212,0.013034515559770943,6.356586274672012,0.0020505527647296032
500,130,217,0.013033565087564954,6.37989735354046,0.0020429114083367044
period,270,360,0.013031730043086102,6.886104031450156,0.001892467784914038
remain,159,175,0.013031320836880978,6.1647859739235145,0.0021138318332545986
report,288,474,0.01303049739606631,7.161207321695077,0.0018195950502075335
operations,288,472,0.013022803536610809,7.156978985585555,0.0018195950502075335
along,149,182,0.013019000782074555,6.204006687076795,0.0020984827126627179
find,149,181,0.013007438864602514,6.198497031265826,0.0020984827126627179
working,144,187,0.01300678166494207,6.231108616854587,0.0020873944693822056
second,271,359,0.012999527017930425,6.883322388488279,0.0018885541435151917
los,139,194,0.012998669612542034,6.267858159063328,0.0020738614822905566
either,152,177,0.012994715818642876,6.176149732573829,0.0021040156701685889
total,269,348,0.012994266834571352,6.8522024797744745,0.0018963635229586838
given,151,177,0.012983887010902962,6.176149732573829,0.0021022623435478301
european,126,222,0.012973485560441311,6.402677381872279,0.0020262594515807991
consumer,131,208,0.012971597881015815,6.337538079701318,0.0020467881562026297
further,264,321,0.01297111337827956,6.771441123130016,0.0019155617160980087
bought,143,185,0.012968743003816247,6.220355825078324,0.0020848876444544795
programs,121,238,0.012962520588276946,6.472270673671475,0.0020027778876750527
called,273,362,0.012960939437816347,6.8916442118257715,0.0018806744862968868
reduce,150,176,0.012960597838734733,6.170483995038151,0.0021004183544040779
david,143,184,0.012957442772117314,6.214935757608986,0.0020848876444544795
lower,291,477,0.012951802206380043,7.1675164908883415,0.0018070139389068636
continue,264,317,0.012947093480906238,6.75890177387728,0.0019155617160980087
recently,266,325,0.012943130877666702,6.783825182329737,0.0019079399202946005
effort,145,180,0.012942063039717962,6.19295685089021,0.0020898035221830419
saying,152,172,0.012934424711490356,6.147494476813453,0.0021040156701685889
effect,146,178,0.012933007312364483,6.181783550292085,0.0020921158444238003
efforts,153,171,0.012932373916666457,6.14166355650266,0.0021056793159849891
four,273,356,0.012929506820571823,6.87493073085203,0.0018806744862968868
2,283,412,0.012920877849633907,7.021023349349527,0.001840312616369661
revenue,302,567,0.012919400921194096,7.340359303727752,0.0017600502082552097
